Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,Validated_in_Post2015,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
Alexandrium ostenfeldii,sxtA1,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,5,8.0,1.0647,1139,17,67,28.0,81.0,2.0,23.8244,phylogeny; saxitoxin; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,44.3244,Species-gene link,True,False,True,False,0,0.1064071962289779,0.2210766911734702,0.11217480489015168,0.1720708423459769
Alexandrium fundyense,sxt Gene,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,3,3.0,0.7311,780,52,15,87.0,15.0,2.0,14.8622,saxitoxin; saxitoxin and its derivatives; sxt gene,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,16.0,30.8622,Species-gene link,True,False,False,False,0,0.19356938914569127,0.14029424966216134,0.20701379005153528,0.1703180428373796
Pyrodinium bahamense,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,4,4.0,0.9274,561,33,17,35.0,17.0,1.5,16.1597,biosynthesis; conservation; evolution; saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,36.6597,Gene presence/absence,False,False,True,False,0,0.15216497207732743,0.17508322952145725,0.16196268745118594,0.16917898558983518
Alexandrium minutum,Gene duplication,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,7,7.0,1.5243,1400,56,25,92.0,25.0,0.0,27.5486,biosynthesis; evolution; saxitoxin; saxitoxin biosynthesis; sxtA; sxtA1; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,48.0486,Gene presence/absence,True,False,True,False,0,0.07495978982733875,0.24342444775682337,0.07795767462658793,0.16896439984821743
Alexandrium catenella,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,5,5.0,1.1626,481,37,13,68.0,13.0,2.0,19.2302,biosynthesis; genes involved; produce saxitoxin; saxitoxin; sxtA,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,39.7302,Species-gene link,True,False,False,False,0,0.13014731672240154,0.19350833735379327,0.13800583162162278,0.16853220977431657
Alexandrium minutum,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,4,4.0,0.8166,728,56,13,92.0,13.0,2.0,17.2732,biosynthesis; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,37.7732,Species-gene link,True,False,False,False,0,0.14147817163653026,0.1817649939153039,0.15033464925581963,0.16762133881853597
Alexandrium catenella,sxtB,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,4,4.0,0.8334,1110,37,30,68.0,30.0,2.0,19.2168,Saxitoxin; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN,13.5,32.7168,Species-gene link,True,False,False,False,1,0.16484410625887547,0.1514231228052489,0.1757585337724463,0.16237405774048774
Alexandrium fundyense,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,5,5.0,1.1626,676,52,13,87.0,13.0,2.0,20.2052,biosynthesis; genes involved; produce saxitoxin; saxitoxin; sxtA,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,40.705200000000005,Species-gene link,True,False,False,False,0,0.10870633944655944,0.1993590066703631,0.11467644467455297,0.16125185377224854
sxtG,ALEXANDRIUM TAMARENSE,GENE,SPECIES,SPECIES_GENE_HYPOTHESIS,2,2.0,0.3903,400,80,5,101.0,5.0,2.0,9.7805,saxitoxin; toxin production,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,28.7805,Species-gene link,True,False,False,False,0,0.18178131057712432,0.1278026206197989,0.19418747888341442,0.1576758068384259
Pyrodinium bahamense,sxtN,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.2027,396,33,12,35.0,24.0,2.0,6.8853,toxin content,DECREASES;INCREASES;REGULATES,14.0,20.8853,Species-gene link,True,False,False,False,0,0.233986653225359,0.08042600073448403,0.25099079636639504,0.157180158768844
Alexandrium ostenfeldii,sxtA4,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,3,5.0,0.6036,935,17,55,28.0,66.0,2.0,16.3823,saxitoxin; toxin content; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,36.8823,Species-gene link,True,False,False,False,1,0.12099011622347505,0.1764189823315787,0.12804211256894418,0.1546493909383932
Gene expression,sxtZ,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,2,2.0,0.3859,221,17,13,17.0,13.0,3.5,10.3767,biosynthesis; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,29.3767,Gene regulation,True,False,False,True,0,0.17045708823787553,0.13138022989830034,0.18186587798676823,0.1540987715381109
sxtN,expression level,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,2,2.0,0.4397,324,12,27,24.0,27.0,2.0,9.4993,paralytic shellfish toxins; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,14.0,23.4993,Gene regulation,True,False,False,True,0,0.2061706836299832,0.09611179518936967,0.22072494096018602,0.15218771078623702
Alexandrium pacificum,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,5,5.0,1.1626,208,16,13,18.0,13.0,2.0,17.8652,biosynthesis; genes involved; produce saxitoxin; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,36.8652,Species-gene link,True,False,False,False,0,0.10779058837979918,0.1763163705927958,0.11368003902061326,0.14813002138531367
Alexandrium catenella,sxtN,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,2,4.0,0.4756,444,37,12,68.0,24.0,2.0,11.1712,toxin content; toxin content and composition,ASSOCIATED_WITH;DECREASES;INCREASES;REGULATES,14.0,25.1712,Species-gene link,True,False,False,False,0,0.18553514671507088,0.1061443429128292,0.19827193336845886,0.14760175861786257
sxtN,gene expression,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,2,2.0,0.4397,504,12,42,24.0,42.0,3.5,11.8993,paralytic shellfish toxins; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,14.0,25.8993,Gene regulation,True,False,False,True,1,0.1765347760957212,0.11051344273784922,0.18847885695479993,0.14559787913547706
Pyrodinium bahamense,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,3,3.0,0.5955,429,33,13,35.0,13.0,2.0,12.8359,biosynthesis; saxitoxin; sxtA,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,33.3359,Species-gene link,True,False,False,False,0,0.12597650836697902,0.15513814780410878,0.13346768017666247,0.14538643737175794
sxtZ,gene loss,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,2,2.0,0.3859,221,13,17,13.0,17.0,3.5,10.3767,biosynthesis; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,29.3767,Gene presence/absence,True,False,False,False,0,0.15025896816589585,0.13138022989830034,0.1598888126366029,0.1442090921305365
expression level,sxt Gene,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,3,3.0,0.665,405,27,15,27.0,15.0,2.0,12.855,Alexandrium minutum; saxitoxin; sxtA1,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,12.5,25.355,Gene regulation,True,False,False,True,0,0.17609410037761294,0.10724726908758363,0.18799936881330048,0.1435857139641562
Alexandrium catenella,sxt Gene,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.1787,555,37,15,68.0,15.0,2.0,7.6325,saxitoxin,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN,13.5,21.1325,Species-gene link,True,False,False,False,0,0.1948316777200519,0.08190937043197742,0.20838725443290487,0.13882441823239478
Pyrodinium bahamense,sxt Gene,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,2,2.0,0.4166,495,33,15,35.0,15.0,2.0,10.3081,saxitoxin; sxtA1,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,28.3081,Species-gene link,True,False,False,False,0,0.14522247598888316,0.12496789632733984,0.15440873244521136,0.13821627258038205
Alexandrium pacificum,sxtB,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,4,4.0,0.8334,480,16,30,18.0,30.0,2.0,16.0668,Saxitoxin; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN,12.0,28.0668,Species-gene link,True,False,False,False,1,0.14369014512848094,0.12351993068006979,0.15274144185890315,0.1366696107105448
sxtA4,ALEXANDRIUM TAMARENSE,GENE,SPECIES,SPECIES_GENE_HYPOTHESIS,1,1.0,0.1787,275,55,5,66.0,5.0,2.0,6.2325,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,22.7325,Species-gene link,True,False,False,False,1,0.17182692985709191,0.09151046879763046,0.18335636812533604,0.13284112349509797
Alexandrium ostenfeldii,sxtB,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.1787,510,17,30,28.0,30.0,2.0,7.4075,saxitoxin,DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,25.4075,Species-gene link,True,False,False,False,0,0.15156954060737157,0.10756230512770658,0.16131481347676996,0.1317509338847851
Gymnodinium catenatum,sxtN,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.2027,588,49,12,111.0,24.0,2.0,7.8453,toxin content,DECREASES;INCREASES;PRESENT_IN;REGULATES,16.0,23.8453,Species-gene link,True,False,False,False,1,0.1587622480891005,0.09818803271094212,0.1691410171931184,0.13011687572792144
Alexandrium ostenfeldii,sxt Gene,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.1787,255,17,15,28.0,15.0,2.0,6.1325,saxitoxin,DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,16.0,22.1325,Species-gene link,True,False,False,False,0,0.16833263083709776,0.08791005691051056,0.17955430943661854,0.12914997054725916
Alexandrium pacificum,Gene duplication,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,6,6.0,1.3595,400,16,25,18.0,25.0,0.0,19.7191,STX biosynthesis; biosynthesis; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,38.7191,Gene presence/absence,True,False,False,False,0,0.04766025119909678,0.18744104325534838,0.048253734738907504,0.12480675442295
Gene duplication,sxtZ,GENE_PRESENCE_ABSENCE,GENE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,3,3.0,0.5955,325,25,13,25.0,13.0,2.0,12.3159,biosynthesis; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,31.3159,Gene presence/absence,True,False,False,False,0,0.09340135946285678,0.1430167611174718,0.09802348172126177,0.1227697853891773
expression level,sxtZ,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,4,4.0,0.8166,351,27,13,27.0,13.0,2.0,15.3882,biosynthesis; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,34.3882,Gene regulation,True,False,False,True,0,0.06036616521336804,0.1614526701854692,0.06207871952115965,0.1167343923865299
ALEXANDRIUM TAMARENSE,sxtB,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.1787,150,5,30,5.0,30.0,2.0,5.6075,saxitoxin,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,22.1075,Species-gene link,True,False,False,False,0,0.1249543402211593,0.08776003974854724,0.13235548478127507,0.10782799001327475
sxtA1,ALEXANDRIUM TAMARENSE,GENE,SPECIES,SPECIES_GENE_HYPOTHESIS,2,2.0,0.3903,335,67,5,81.0,5.0,2.0,9.4555,saxitoxin; toxin production,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,28.4555,Species-gene link,True,False,False,False,1,0.07554088325946204,0.12585239751427563,0.07858994774343318,0.10458429511739653
down-regulated,STX biosynthesis genes,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,3,3.0,0.6141,221,13,17,18.0,17.0,1.5,11.3331,biosynthesis; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;DECREASES;INCREASES,12.0,23.3331,Gene regulation,False,False,False,True,0,0.10828971577509706,0.09511448109663746,0.11422312695876928,0.10371337173459678
STX biosynthesis genes,expression level,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,3,3.0,0.6534,459,17,27,17.0,27.0,1.5,12.6018,biosynthesis; gene expression; saxitoxin,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,12.5,25.1018,Gene regulation,False,False,False,True,0,0.09134365516759407,0.10572789527121904,0.09578454554268938,0.1012533878933807
down-regulated,sxtZ,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,2,2.0,0.3859,169,13,13,18.0,13.0,2.0,8.6167,biosynthesis; saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,29.1167,Gene regulation,True,False,False,True,0,0.04522183415631332,0.12982005141388173,0.04560055461574585,0.0919212778547206
Alexandrium ostenfeldii,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,1,1.0,0.1787,289,17,17,28.0,17.0,1.5,5.8025,saxitoxin,DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,23.8025,Gene presence/absence,False,False,False,False,0,0.07957227186110452,0.0979312033296609,0.08297640006842545,0.09120154186210495
Alexandrium ostenfeldii,sxtN,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,2.0,0.2027,204,17,12,28.0,24.0,2.0,6.4253,toxin content,DECREASES;EVOLUTIONARY_LINK;INCREASES;REGULATES,18.5,24.9253,Species-gene link,True,False,False,False,0,0.07085951222469551,0.1046687741077579,0.0734962659159763,0.09064114542145618
Alexandrium ostenfeldii,STX biosynthesis genes,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.1787,289,17,17,28.0,17.0,1.5,5.8025,saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,18.5,24.3025,Species-gene link,False,False,False,False,0,0.0669136399845283,0.10093154656892749,0.0692028617884377,0.08665363841770708
down-regulated,sxt Gene,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,1,1.0,0.1787,195,13,15,18.0,15.0,2.0,5.8325,saxitoxin,DECREASES;INCREASES,12.0,17.8325,Gene regulation,True,False,False,True,0,0.10660980596834943,0.06210710505281804,0.11239525944071775,0.08473677452737291
Alexandrium ostenfeldii,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.1787,221,17,13,28.0,13.0,2.0,5.9625,saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,23.9625,Species-gene link,True,False,False,False,0,0.06113230160082214,0.0988913131662262,0.06291233321363277,0.08270077218755915
Alexandrium ostenfeldii,Gene duplication,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,2,2.0,0.4283,425,17,25,28.0,25.0,0.0,7.9816,phylogeny; saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,25.9816,Gene presence/absence,False,False,True,False,0,0.028146999665441305,0.11100729923503247,0.027021857582959535,0.07321385049159966
ALEXANDRIUM TAMARENSE,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,1.0,0.1787,65,5,13,5.0,13.0,2.0,5.1825,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,21.6825,Species-gene link,True,False,False,False,0,0.03541490483599015,0.08520974799517064,0.03492988200913084,0.06258380830145274
ALEXANDRIUM TAMARENSE,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,1,1.0,0.1787,85,5,17,5.0,17.0,1.5,4.7825,saxitoxin,EVOLUTIONARY_LINK;INVOLVED_IN,14.5,19.2825,Gene presence/absence,False,False,False,False,0,0.037881664065963584,0.07080810044669109,0.037613900551799896,0.05587071049399005
ALEXANDRIUM TAMARENSE,Gene duplication,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,1,1.0,0.1787,125,5,25,5.0,25.0,0.0,3.4825,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,19.9825,Gene presence/absence,False,False,False,False,0,0.018426362309995205,0.07500858098166431,0.016445077088310344,0.048655004229655026
